update,global_step,fps,mean_reward,val_loss,total_loss,entropy,lr
3751,2880768,2473931,0.38239586353302,173.1305389404297,61.74150848388672,0.05638730153441429,0.0003
3752,2881536,1452281,0.09593749046325684,10.941247940063477,3.8970017433166504,0.29074496030807495,0.0003
3753,2882304,1009526,0.11937501281499863,31.857059478759766,26.309131622314453,0.4902501702308655,0.0003
3754,2883072,772211,0.06468749791383743,15.37333869934082,0.34210634231567383,0.5820144414901733,0.0003
3755,2883840,621628,0.009999999776482582,0.46484729647636414,0.14749747514724731,0.5503137111663818,0.0003
3756,2884608,529477,0.009999999776482582,0.3342277407646179,0.06585253030061722,0.782748818397522,0.0003
3757,2885376,463171,0.009999999776482582,0.33007165789604187,0.10881895571947098,0.7712296843528748,0.0003
3758,2886144,409782,0.07640625536441803,23.682188034057617,6.686114311218262,0.6360526084899902,0.0003
3759,2886912,367423,0.009999999776482582,0.20689740777015686,-0.01137404516339302,0.5937411785125732,0.0003
3760,2887680,332692,0.009999999776482582,0.15399004518985748,0.12042083591222763,0.5235745906829834,0.0003
3761,2888448,304011,0.009999999776482582,0.13124176859855652,0.04337109625339508,0.7301293611526489,0.0003
3762,2889216,281392,0.009999999776482582,0.12186288833618164,-0.05633514001965523,0.559604823589325,0.0003
3763,2889984,261843,0.009999999776482582,0.09004019945859909,0.051649149507284164,0.823994517326355,0.0003
3764,2890752,245329,0.009999999776482582,0.15013128519058228,0.009045613929629326,0.7134811878204346,0.0003
3765,2891520,230189,0.009999999776482582,0.10116853564977646,-0.014985930174589157,0.4690212607383728,0.0003
3766,2892288,217295,0.08031250536441803,10.704154968261719,10.123350143432617,0.5352267026901245,0.0003
3767,2893056,208911,0.44749999046325684,122.67000579833984,127.75112915039062,0.3871222734451294,0.0003
3768,2893824,200765,0.45921871066093445,381.34027099609375,145.4248504638672,0.05667098984122276,0.0003
3769,2894592,193714,0.34723961353302,149.47117614746094,32.48929214477539,0.0027221853379160166,0.0003
3770,2895360,186196,0.32901039719581604,218.26092529296875,74.7640380859375,0.5053356885910034,0.0003
3771,2896128,180116,0.31598961353302,177.15811157226562,53.19131851196289,0.35032016038894653,0.0003
3772,2896896,173847,0.3485416769981384,266.3144226074219,97.20697021484375,0.28322869539260864,0.0003
3773,2897664,168538,0.41755208373069763,130.28768920898438,50.6417350769043,0.22134050726890564,0.0003
3774,2898432,162817,0.3485416769981384,222.7459716796875,105.08670806884766,0.3999578654766083,0.0003
3775,2899200,158138,0.31989586353302,187.08285522460938,68.78123474121094,0.17992129921913147,0.0003
3776,2899968,153497,0.4032291769981384,223.45675659179688,246.55284118652344,0.39545971155166626,0.0003
3777,2900736,148520,0.36156249046325684,397.21533203125,176.0947265625,0.48485779762268066,0.0003
3778,2901504,144638,0.45140624046325684,44.34765625,32.38884735107422,0.14380678534507751,0.0003
3779,2902272,140578,0.33812499046325684,275.6349182128906,156.98211669921875,0.1572582721710205,0.0003
3780,2903040,137110,0.41364583373069763,156.33396911621094,97.3916244506836,0.0765572190284729,0.0003
3781,2903808,133652,0.3016666769981384,258.64898681640625,169.70724487304688,0.47843995690345764,0.0003
3782,2904576,130490,0.23265624046325684,34.3076171875,13.173611640930176,0.7427325248718262,0.0003
3783,2905344,127509,0.29255211353302,132.04441833496094,80.0482177734375,0.12236659228801727,0.0003
3784,2906112,124271,0.4266666769981384,239.30963134765625,74.15887451171875,0.015206525102257729,0.0003
3785,2906880,121199,0.5529687404632568,285.6791687011719,119.76832580566406,8.06322532298509e-06,0.0003
3786,2907648,118625,0.36286461353302,147.05093383789062,72.13296508789062,0.070092111825943,0.0003
3787,2908416,116148,0.10374999046325684,13.273857116699219,4.453051567077637,0.4850274622440338,0.0003
3788,2909184,113779,0.40843749046325684,41.853858947753906,17.362245559692383,0.287492036819458,0.0003
3789,2909952,111181,0.4032291769981384,265.3348388671875,261.96356201171875,0.4242936968803406,0.0003
3790,2910720,109016,0.35895833373069763,128.79345703125,64.06806182861328,0.10875354707241058,0.0003
3791,2911488,106841,0.5477604269981384,204.8976287841797,102.45518493652344,0.0764918178319931,0.0003
3792,2912256,104839,0.32380211353302,97.6432113647461,43.93168258666992,6.025851325830445e-05,0.0003
3793,2913024,102719,0.16494792699813843,35.489620208740234,7.4214701652526855,0.9014518857002258,0.0003
3794,2913792,100851,0.31078124046325684,30.157978057861328,15.684356689453125,0.3446004092693329,0.0003
3795,2914560,98981,0.4318750500679016,375.08709716796875,96.64010620117188,0.12720152735710144,0.0003
3796,2915328,97257,0.39802083373069763,139.0382537841797,21.823301315307617,1.2255690080564818e-06,0.0003
3797,2916096,95453,0.3641667068004608,241.60386657714844,180.65367126464844,0.22322651743888855,0.0003
3798,2916864,93855,0.5490624904632568,56.38015365600586,26.128149032592773,0.02181864157319069,0.0003
3799,2917632,92315,0.1988021433353424,143.59027099609375,54.935752868652344,0.48825716972351074,0.0003
3800,2918400,90724,0.5516666173934937,205.7727508544922,217.20626831054688,0.07228226214647293,0.0003
3801,2919168,89091,0.5256251096725464,399.8251647949219,234.52549743652344,0.17808504402637482,0.0003
3802,2919936,87695,0.4475000500679016,48.9195556640625,21.59722900390625,0.1452939808368683,0.0003
3803,2920704,86281,0.5178125500679016,338.5556640625,179.2232208251953,0.19889751076698303,0.0003
3804,2921472,84786,0.4331771731376648,113.25789642333984,57.123653411865234,0.0,0.0003
3805,2922240,83412,0.4930729568004608,233.98094177246094,103.06690216064453,0.10819937288761139,0.0003
3806,2923008,81874,0.34723961353302,167.89500427246094,68.11572265625,0.011352227069437504,0.0003
3807,2923776,80423,0.4149479269981384,308.34136962890625,53.77027130126953,0.31142860651016235,0.0003
3808,2924544,78967,0.31208336353302,119.13652801513672,19.502588272094727,0.03425367921590805,0.0003
3809,2925312,77285,0.4383854269981384,178.47311401367188,124.00358581542969,0.17391033470630646,0.0003
3810,2926080,75712,0.26911461353302,134.5250244140625,54.481117248535156,0.34092628955841064,0.0003
3811,2926848,74071,0.4735416769981384,182.724853515625,76.40797424316406,0.23055186867713928,0.0003
3812,2927616,72665,0.5959375500679016,44.81395721435547,22.144479751586914,0.005770884454250336,0.0003
3813,2928384,71191,0.47484374046325684,402.22802734375,98.65324401855469,0.2426542341709137,0.0003
3814,2929152,69882,0.34333336353302,162.6057586669922,76.2414321899414,0.034378744661808014,0.0003
3815,2929920,68551,0.5165104269981384,204.33642578125,45.54397201538086,0.027954891324043274,0.0003
3816,2930688,67319,0.39020836353302,155.95968627929688,94.1455307006836,0.003853891044855118,0.0003
3817,2931456,66086,0.37979161739349365,198.8914031982422,95.72549438476562,0.18207243084907532,0.0003
3818,2932224,64935,0.7365626096725464,72.3567123413086,41.28999710083008,7.39812312531285e-05,0.0003
3819,2932992,63755,0.48005211353302,264.65203857421875,43.2232551574707,0.020716361701488495,0.0003
3820,2933760,62671,0.3211979269981384,277.0347900390625,211.31541442871094,0.38352614641189575,0.0003
3821,2934528,61627,0.39802083373069763,116.43841552734375,65.51656341552734,0.04185688495635986,0.0003
3822,2935296,60533,0.3954167068004608,183.713623046875,59.536869049072266,0.2578815221786499,0.0003
3823,2936064,59547,0.36677086353302,99.75987243652344,56.459964752197266,0.23397883772850037,0.0003
3824,2936832,58605,0.24828128516674042,29.049755096435547,13.282716751098633,0.2212090790271759,0.0003
3825,2937600,57651,0.5139062404632568,262.92059326171875,132.6700897216797,0.10471571981906891,0.0003
