update,global_step,fps,mean_reward,value_loss,policy_loss,entropy,explained_var,learning_rate
7501,1920256,3762376,-0.009999999776482582,0.0005390367587096989,-0.011683706194162369,1.2518876791000366,0.95182407,0.00025
7502,1920512,2868925,-0.009999999776482582,0.0011209207586944103,-0.022695336490869522,1.2157745361328125,-0.06428647,0.00025
7503,1920768,2306284,-0.009999999776482582,0.00022648328740615398,-0.0017373599112033844,1.0096447467803955,0.24804187,0.00025
7504,1921024,1946506,-0.009999999776482582,0.0013910190900787711,-0.023205846548080444,1.2994804382324219,0.782159,0.00025
7505,1921280,1690501,-0.009999999776482582,0.0001472680305596441,-0.016364462673664093,1.001129388809204,0.5792528,0.00025
7506,1921536,1494229,-0.009999999776482582,0.0015169931575655937,-0.013063833117485046,0.9124199151992798,0.7522223,0.00025
7507,1921792,1334338,-0.009999999776482582,0.0006474452093243599,-0.02023087441921234,1.0434173345565796,-1.2241695,0.00025
7508,1922048,1205315,-0.009999999776482582,0.0005773147568106651,-0.015248361974954605,1.1128522157669067,0.83078504,0.00025
7509,1922304,1102027,-0.009999999776482582,0.001399215660057962,-0.020028796046972275,0.6723710298538208,0.616516,0.00025
7510,1922560,1014616,-0.009999999776482582,0.0021979273296892643,-0.0001866370439529419,1.2433964014053345,0.60456645,0.00025
7511,1922816,925687,0.18531247973442078,1048.707763671875,-0.0199643075466156,1.1468485593795776,0.034329653,0.00025
7512,1923072,863153,-0.009999999776482582,0.014678647741675377,0.00500313937664032,0.8650557994842529,-1.9637759,0.00025
7513,1923328,808752,-0.009999999776482582,0.00019946464453823864,0.005566012114286423,1.2852365970611572,0.963624,0.00025
7514,1923584,760112,-0.009999999776482582,0.006953833159059286,-0.0005405396223068237,0.9367695450782776,-2.1187606,0.00025
7515,1923840,717134,-0.009999999776482582,0.0027267509140074253,0.01860804855823517,1.384488821029663,-0.087046385,0.00025
7516,1924096,672143,0.18531249463558197,933.7168579101562,-0.002623043954372406,1.2002381086349487,0.09800589,0.00025
7517,1924352,638539,-0.009999999776482582,0.009908199310302734,-0.01489807665348053,1.1233803033828735,-1.5434699,0.00025
7518,1924608,608252,-0.009999999776482582,1.4438401194638573e-05,-0.004843102768063545,1.4740597009658813,0.92685634,0.00025
7519,1924864,580669,-0.009999999776482582,0.0029866714030504227,-0.04243982210755348,1.1217401027679443,-0.56585145,0.00025
7520,1925120,555587,-0.009999999776482582,0.0001517978380434215,-0.02470111846923828,1.3937643766403198,0.14734429,0.00025
7521,1925376,528050,0.18531247973442078,1292.888671875,-0.003728345036506653,1.235238790512085,0.045401514,0.00025
7522,1925632,507057,-0.009999999776482582,0.004211142659187317,-0.03538923338055611,1.3538250923156738,0.16743678,0.00025
7523,1925888,487845,-0.009999999776482582,0.0002982310252264142,-0.0016940608620643616,1.1572608947753906,0.31157422,0.00025
7524,1926144,469886,-0.009999999776482582,0.0002019646344706416,-0.00946248322725296,1.244253396987915,0.32828403,0.00025
7525,1926400,453256,-0.009999999776482582,0.00036360876401886344,-0.005185846239328384,0.8629690408706665,0.7812514,0.00025
7526,1926656,437814,-0.009999999776482582,0.0016017239540815353,-0.014346610754728317,0.8776675462722778,-1.0782034,0.00025
7527,1926912,423396,-0.009999999776482582,0.001512352260760963,-0.0027845650911331177,0.6846566796302795,-0.9119878,0.00025
7528,1927168,409957,-0.009999999776482582,0.0005196777638047934,-0.01882360875606537,0.6271970272064209,0.18797153,0.00025
7529,1927424,397311,-0.009999999776482582,0.0006936589488759637,-0.008436225354671478,0.4932459890842438,0.89914966,0.00025
7530,1927680,385399,-0.009999999776482582,0.0005585091421380639,-0.018817052245140076,0.446767657995224,0.7633569,0.00025
7531,1927936,374226,-0.009999999776482582,0.0005467524169944227,-0.003248274326324463,0.37885117530822754,0.11359155,0.00025
7532,1928192,363677,-0.009999999776482582,0.0008382316445931792,-0.04202013462781906,0.6172690391540527,-0.012139201,0.00025
7533,1928448,353879,-0.009999999776482582,0.0016625253483653069,-0.001241551712155342,0.589457094669342,-0.5755491,0.00025
7534,1928704,344648,-0.009999999776482582,0.00064599554752931,-0.012974642217159271,0.5125002861022949,-0.26354635,0.00025
7535,1928960,335289,-0.009999999776482582,0.00046250171726569533,-0.015834905207157135,0.5921036601066589,0.27216214,0.00025
